0,1,2,3,4,5,6,7
-0.28960416,-0.28918657,-0.2923512,-0.2922863,-0.29228503,-0.29228166,-0.29228568,-0.34714872
-0.28552085,-0.28533384,-0.28750408,-0.29544201,-0.29544273,-0.29543895,-0.29544273,-0.29545194
-0.27772468,-0.27687222,-0.27930787,-0.2872273,-0.28722888,-0.28722218,-0.2872287,-0.28724864
-0.26564065,-0.26564065,-0.2661105,-0.27405697,-0.27405876,-0.27405298,-0.2740584,-0.27406752
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
-0.26564065,-0.26564065,-0.26564065,-0.2736929,-0.2736929,-0.2736929,-0.2736929,-0.2736929
