0,1,2,3,4,5,6,7
0.05631367,0.05526723,0.05665614,0.0566617,0.056660507,0.056655075,0.05666154,0.056649372
0.056053966,0.05588641,0.05672807,0.056728594,0.056728125,0.05672727,0.05672813,0.0567192
0.055060957,0.055002175,0.055652674,0.055636816,0.05563643,0.05563581,0.055636574,0.055639524
0.05251646,0.05251646,0.052975245,0.05287196,0.0528737,0.052868046,0.052873336,0.05288226
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646,0.05251646
