,date,IVV,SPY,VOO,VTI,USDT-USD,ETH,BTC,QQQ
0,2017-11-09,239.4429473876953,238.9126739501953,219.0048675537109,122.72991943359376,1.008180022239685,314.49999969,7020.0,149.0838165283203
1,2017-11-10,239.2771453857422,238.8386688232422,218.8755798339844,122.7484359741211,1.0060100555419922,297.69732322,6543.20421755,149.0741424560547
2,2017-11-13,239.5442657470703,239.06069946289065,219.13409423828125,122.81327056884766,1.0093499422073364,313.98999992,6475.7786365,149.25843811035156
3,2017-11-14,239.0653839111328,238.50555419921875,218.5985870361328,122.59098052978516,1.0068299770355225,333.75999931,6554.91826454,148.71517944335938
4,2017-11-15,237.7760162353516,237.311767578125,217.48130798339844,121.96121978759766,1.0031800270080566,330.92427139,7275.1192,148.0167999267578
5,2017-11-16,239.76531982421875,239.32916259765625,219.33726501464844,123.07256317138672,1.002120018005371,330.40000043,7858.00100004,149.90834045410156
6,2017-11-17,239.11143493652344,238.6258544921875,218.7462921142578,122.84103393554688,1.001389980316162,331.50999999,7687.51011467,149.3360137939453
7,2017-11-20,239.489013671875,239.0330047607422,219.03257751464844,123.15592956542967,1.0019199848175049,367.4100004,8249.00000001,149.21961975097656
8,2017-11-21,241.0454559326172,240.59698486328125,220.49143981933597,124.0079345703125,0.996047019958496,360.39999939,8107.0,150.83956909179688
9,2017-11-22,240.8704376220703,240.3841094970703,220.33450317382807,123.91533660888672,1.0001499652862549,379.99,8213.64556508,151.0238800048828
10,2017-11-24,241.37696838378903,240.9393310546875,220.7961883544922,124.2024154663086,1.00232994556427,470.89999888,8198.93,151.57679748535156
11,2017-11-27,241.3033447265625,240.81907653808597,220.73155212402344,124.07282257080078,1.001289963722229,472.60000002,9711.00000013,151.5089111328125
12,2017-11-28,243.7346954345703,243.2621307373047,222.919921875,125.30451965332033,1.0001399517059326,465.30834049,9879.96875865,151.89691162109375
13,2017-11-29,243.5781707763672,243.11412048339844,222.8368377685547,125.30451965332033,0.9906060099601746,422.00000001,9702.0,149.24874877929688
14,2017-11-30,245.7976226806641,245.2425537109375,224.7020263671875,126.26771545410156,1.0081000328063965,433.0,9907.67682035,150.5000762939453
15,2017-12-01,245.2174835205078,244.7335205078125,224.28651428222656,126.01763916015624,1.0097800493240356,453.30375425,10699.888888,149.85984802246094
16,2017-12-04,244.9596099853516,244.43739318847656,224.0464630126953,125.8509292602539,1.0036699771881104,464.00001207,11600.0,148.13320922851562
17,2017-12-05,244.04782104492188,243.5582427978516,223.2523498535156,125.31379699707033,1.0019700527191162,452.50000009,11665.13875565,148.23019409179688
18,2017-12-06,244.10304260253903,243.6044921875,223.2431182861328,125.23971557617188,1.009909987449646,417.3743356,13580.90538838,148.89950561523438
19,2017-12-07,244.83987426757807,244.3726501464844,223.98179626464844,125.73982238769533,1.0316599607467651,413.00000001,16563.50743405,149.40394592285156
20,2017-12-08,246.17523193359372,245.7052001953125,225.20068359375,126.39733123779295,1.0176000595092771,441.81031703,15847.67803098,150.06353759765625
21,2017-12-11,247.0225524902344,246.44552612304688,225.93011474609372,126.69371795654295,1.0185600519180298,503.0,16478.96,151.2275848388672
22,2017-12-12,247.40013122558597,246.8804931640625,226.3179626464844,126.8326187133789,1.0778800249099731,610.0,16227.9999999,151.0238800048828
23,2017-12-13,247.3448486328125,246.85272216796875,226.26248168945312,126.85114288330078,1.0271600484848022,680.0,15907.0,151.3148651123047
24,2017-12-14,246.38710021972656,245.843994140625,225.3668670654297,126.25846862792967,1.008190035820007,686.55846149,16401.52900029,151.2081756591797
25,2017-12-15,248.46847534179688,247.89126586914065,227.2597503662109,127.38831329345705,1.01610004901886,675.55723114,17540.0,152.9251708984375
26,2017-12-18,250.01568603515625,249.46316528320312,228.6725616455078,128.26812744140625,1.0130200386047363,785.0,18930.53404981,154.207275390625
27,2017-12-19,249.0283966064453,248.5051422119141,227.84149169921875,127.74949645996094,1.0106799602508545,799.2058525,17309.99999999,153.2935333251953
28,2017-12-20,248.8988037109375,248.37493896484372,227.6660614013672,127.74022674560548,1.0001800060272217,798.77,16470.0,153.1282958984375
29,2017-12-21,249.39849853515625,248.8865203857422,228.1277313232422,128.0315399169922,1.0092099905014038,767.27542687,15293.0,153.1477508544922
30,2017-12-22,249.3337554931641,248.82139587402344,228.08155822753903,127.98501586914062,1.0179500579833984,633.89999999,13247.06419074,152.97276306152344
31,2017-12-26,249.01914978027344,248.52374267578125,227.8162078857422,127.88263702392578,1.0040700435638428,749.74999956,15700.085745,152.14651489257812
32,2017-12-27,249.17649841308597,248.6446990966797,227.94607543945312,127.92916870117188,1.003659963607788,736.20000001,15370.01000001,152.1659698486328
33,2017-12-28,249.63909912109372,249.15628051757807,228.3729248046875,128.2083282470703,1.0065900087356567,710.0,14307.3458536,152.3506317138672
34,2017-12-29,248.76934814453125,248.2167816162109,227.5842437744141,127.73371887207033,1.0056400299072266,731.73892108,14305.53422499,151.40773010253906
35,2018-01-02,250.61996459960935,249.99337768554688,229.25436401367188,128.63645935058594,1.004899978637695,859.6,14738.00000001,154.0614776611328
36,2018-01-03,252.07269287109372,251.5746612548828,230.6182403564453,129.38096618652344,1.0134400129318235,940.0003331,15150.0,155.5584259033203
37,2018-01-04,253.16448974609372,252.6349639892578,231.62957763671875,129.87425231933594,1.0025299787521362,940.53866926,15167.62803252,155.8306427001953
38,2018-01-05,254.7653350830078,254.3184967041016,233.1140594482422,130.63739013671875,0.9986339807510376,968.42717276,16924.0,157.3956298828125
39,2018-01-08,255.3297271728516,254.7836456298828,233.59654235839844,130.9351806640625,1.0093200206756592,1128.42415808,14922.81071439,158.00804138183594
40,2018-01-09,255.9127655029297,255.3602600097656,234.0882568359375,131.17718505859375,1.0059900283813477,1276.51868175,14388.06253537,158.01776123046875
41,2018-01-10,255.50552368164065,254.9696502685547,233.68931579589844,130.9724578857422,1.0012799501419067,1246.44520003,14854.0,157.6483917236328
42,2018-01-11,257.31915283203125,256.8299255371094,235.41505432128903,132.07994079589844,1.001710057258606,1139.27499998,13291.67567771,158.72735595703125
43,2018-01-12,259.0032043457031,258.5041809082031,236.97378540039065,132.85235595703125,1.0060800313949585,1259.69999991,13812.52734302,159.89385986328125
44,2018-01-16,258.0686950683594,257.6204528808594,236.1109161376953,132.2660369873047,1.034150004386902,1022.9,11102.69798098,159.4369659423828
45,2018-01-17,260.6409912109375,260.0760803222656,238.3933868408203,133.48521423339844,1.0145299434661863,1016.25667314,11036.11532467,161.15750122070312
46,2018-01-18,260.2524108886719,259.6389465332031,238.0686187744141,133.25254821777344,1.023110032081604,995.99975239,11010.00009,161.1866912841797
47,2018-01-19,261.3904724121094,260.8201904296875,239.07994079589844,133.94125366210938,1.004539966583252,1025.0,11410.53924928,161.6920928955078
48,2018-01-22,263.4631652832031,262.94091796875,241.00050354003903,135.002197265625,1.0050400495529177,995.11976,10767.0,163.42236328125
49,2018-01-23,264.07391357421875,263.4989929199219,241.5479431152344,135.3372344970703,1.0050499439239502,985.84733295,10807.7699848,164.77354431152344
50,2018-01-24,263.9350891113281,263.396728515625,241.42730712890625,135.20692443847656,0.997484028339386,1062.015299,11388.8,163.70428466796875
51,2018-01-25,264.036865234375,263.5083312988281,241.53863525390625,135.26280212402344,0.9995949864387512,1050.31897298,11170.46487644,163.64598083496094
52,2018-01-26,267.0996398925781,266.55914306640625,244.34988403320312,136.6774139404297,1.004140019416809,1047.88279645,11079.309822,166.1538543701172
53,2018-01-29,265.33233642578125,264.7919006347656,242.66131591796875,135.78395080566406,0.9953190088272096,1177.83973336,11227.0,165.3470458984375
54,2018-01-30,262.46392822265625,262.0758972167969,240.0726776123047,134.369384765625,0.98648601770401,1076.4014583,10181.53934991,163.98619079589844
55,2018-01-31,262.92657470703125,262.2060852050781,240.2953643798828,134.41587829589844,0.9902740120887756,1124.15663543,10261.25665107,164.66659545898438
56,2018-02-01,262.59344482421875,261.90850830078125,240.05413818359372,134.36004638671875,0.986939013004303,1039.19083415,9199.57000007,163.26686096191406
57,2018-02-02,256.8009948730469,256.20672607421875,234.9140472412109,131.50291442871094,0.9907469749450684,928.85052977,8872.00000009,160.01043701171875
58,2018-02-05,246.1784210205078,245.49151611328125,225.2647247314453,126.3284149169922,0.9963080286979676,701.04380427,6960.0,153.70181274414062
59,2018-02-06,250.9993438720703,250.32823181152344,229.4306182861328,128.3944854736328,1.0100899934768677,787.64534133,7723.99999884,157.7747802734375
60,2018-02-07,249.45407104492188,248.97027587890625,228.17807006835935,127.82681274414062,1.0013999938964844,752.0,7568.39928201,155.73345947265625
61,2018-02-08,240.22869873046875,239.6316680908203,219.6978454589844,123.2292938232422,1.0189100503921509,815.0,8250.0,149.1623077392578
62,2018-02-09,243.97622680664065,243.2312469482422,223.0843963623047,124.923095703125,1.0021100044250488,878.93184041,8682.31340707,151.73825073242188
63,2018-02-12,247.2240447998047,246.80300903320312,226.14614868164065,126.58900451660156,1.0000900030136108,868.47428047,8910.0,154.43084716796875
64,2018-02-13,247.94580078125,247.41688537597656,226.90696716308597,126.98918914794922,1.001099944114685,842.78887698,8500.61835334,155.2279510498047
65,2018-02-14,251.3601226806641,250.7561492919922,229.8759765625,128.76675415039062,1.0007699728012085,918.24180538,9469.99998292,158.1343994140625
66,2018-02-15,254.4784240722656,253.95579528808597,232.8542633056641,130.339599609375,1.0054099559783936,926.73,10004.0,161.0700225830078
67,2018-02-16,254.5432281494141,254.03016662597656,232.8264312744141,130.39540100097656,1.0020999908447266,939.0,10161.00000514,160.3507080078125
68,2018-02-20,252.9886779785156,252.43966674804688,231.4161071777344,129.61367797851562,1.0006099939346311,882.40000001,11217.16508497,160.6714630126953
69,2018-02-21,251.6840667724609,251.1839599609375,230.20071411132807,129.0087432861328,1.0009700059890747,840.84399994,10441.06050012,160.21463012695312
70,2018-02-22,252.0263519287109,251.509521484375,230.47906494140625,129.09249877929688,1.0040899515151978,803.10430014,9845.53808217,160.19517517089844
71,2018-02-23,256.051513671875,255.5183868408203,234.26454162597656,131.0934295654297,1.0015699863433838,857.79910031,10149.24000003,163.47097778320312
72,2018-02-26,259.04949951171875,258.485595703125,236.96446228027344,132.47079467773438,0.9995610117912292,864.99999873,10338.04883746,165.63868713378906
73,2018-02-27,255.8294982910156,255.2579498291016,233.9398193359375,130.80490112304688,1.0005199909210205,873.21293895,10589.17434034,163.587646484375
74,2018-02-28,252.9239959716797,252.6721649169922,231.3419189453125,129.36236572265625,0.9989029765129088,850.0,10322.06729641,162.53782653808594
75,2018-03-01,249.5558319091797,248.99819946289065,228.28939819335935,127.82681274414062,1.0004199743270874,871.55974913,10936.78449799,159.88412475585938
76,2018-03-02,250.94381713867188,250.2816619873047,229.5048370361328,128.65509033203125,0.9997299909591676,856.809,11022.24380591,161.3518829345703
77,2018-03-05,253.71974182128903,253.1744842529297,232.13986206054688,130.10690307617188,0.9988639950752258,850.0,11434.99999889,163.14048767089844
78,2018-03-06,254.41372680664065,253.81625366210935,232.72439575195312,130.58152770996094,1.000499963760376,814.14930003,10734.02469622,163.83065795898438
79,2018-03-07,254.32113647460935,253.72320556640625,232.6223297119141,130.69322204589844,1.0024800300598145,750.7562,9909.60413712,164.20974731445312
80,2018-03-08,255.50552368164065,254.9510803222656,233.70785522460935,131.18650817871094,1.005910038948059,699.2681,9281.94370128,165.11380004882812
81,2018-03-09,259.8452453613281,259.38775634765625,237.75315856933597,133.36424255371094,1.0016599893569946,725.12140027,9230.48866747,168.32156372070312
82,2018-03-12,259.6324157714844,259.062255859375,237.52117919921875,133.28981018066406,1.0023499727249146,696.1032,9101.30580003,169.21585083007812
83,2018-03-13,257.9483642578125,257.3879699707031,235.95318603515625,132.4614715576172,0.9998430013656616,687.08000011,9121.00715914,166.9120635986328
84,2018-03-14,256.625244140625,256.06719970703125,234.7098846435547,131.7914276123047,1.002750039100647,610.3967,8187.99998872,166.88290405273438
85,2018-03-15,256.3568420410156,255.7881622314453,234.4872131347656,131.61459350585938,1.0012799501419067,610.0,8259.8224,166.73707580566406
86,2018-03-16,256.58819580078125,256.06549072265625,234.7284698486328,131.8379364013672,0.9985510110855104,601.0,8258.66373104,166.2413787841797
87,2018-03-19,253.1459808349609,252.60092163085935,231.59243774414065,130.1441192626953,0.9898669719696044,555.00000007,8611.0,162.6944122314453
88,2018-03-20,253.5901641845703,253.03045654296875,232.0006866455078,130.339599609375,0.996832013130188,557.99999984,8886.88859654,163.2299041748047
89,2018-03-21,253.1275177001953,252.54476928710935,231.4625244140625,130.22789001464844,0.999243974685669,560.95321789,8905.70096672,162.5191650390625
90,2018-03-22,246.75035095214844,246.23194885253903,225.71006774902344,127.03771209716795,0.9989820122718812,537.30000003,8712.00720381,158.50775146484375
91,2018-03-23,241.50802612304688,240.98358154296875,220.9039764404297,124.37456512451172,0.9902349710464478,543.326,8907.7,154.3308868408203
92,2018-03-26,248.17247009277344,247.57667541503903,226.98472595214844,127.65444946289062,1.0034099817276,485.72982218,8116.52304613,160.06558227539062
93,2018-03-27,243.82244873046875,243.36497497558597,223.05148315429688,125.39309692382812,1.0016100406646729,448.99999983,7782.71671273,154.88584899902344
94,2018-03-28,243.1718597412109,242.6458740234375,222.4269561767578,125.1034164428711,0.9992039799690248,445.0,7943.58381606,153.10409545898438
