date,BTC,ETH,USDT-USD,SPY,IVV,VTI,VOO,QQQ
2019-08-26,10600.0,193.69617696,1.0080440044403076,288.0,289.6600036621094,146.8800048828125,264.4700012207031,184.8699951171875
2019-08-27,10390.88999994,189.19,1.0049020051956177,289.95001220703125,291.6099853515625,147.8300018310547,266.260009765625,186.4199981689453
2019-08-28,10290.0,188.12,1.0161889791488647,289.07000732421875,290.7099914550781,147.24000549316406,265.45001220703125,185.3999938964844
2019-08-29,9740.0,173.11828839,1.004317045211792,293.1600036621094,294.8399963378906,149.3800048828125,269.2300109863281,188.4600067138672
2019-08-30,9682.99105978,170.29805055,1.0062860250473022,294.239990234375,295.9599914550781,149.88999938964844,270.2099914550781,188.97000122070312
2019-09-03,10739.0,182.69115502,1.0089490413665771,291.5799865722656,293.2900085449219,148.5500030517578,267.79998779296875,187.17999267578125
2019-09-04,10785.93478377,180.092631,1.008128046989441,294.0599975585937,295.7699890136719,149.64999389648438,270.0599975585937,188.4900054931641
2019-09-05,10631.12999998,175.31985813,1.0061229467391968,298.8299865722656,300.6000061035156,152.11000061035156,274.44000244140625,192.3300018310547
2019-09-06,10900.0,177.72527154,1.0190999507904053,298.760009765625,300.510009765625,152.05999755859375,274.3900146484375,192.1699981689453
2019-09-09,10523.91053171,185.42651062,1.010136961936951,299.239990234375,300.9800109863281,152.27000427246094,274.8299865722656,192.2700042724609
2019-09-10,10378.06337277,184.48,1.0109879970550537,298.20001220703125,299.95001220703125,151.9199981689453,273.8800048828125,190.7400054931641
2019-09-11,10277.32291145,182.5899803,1.0071510076522827,300.3399963378906,302.1199951171875,153.1699981689453,275.8399963378906,192.52999877929688
2019-09-12,10444.44,182.14392064,1.0069799423217771,302.4599914550781,304.25,154.1300048828125,277.79998779296875,194.7100067138672
2019-09-13,10434.60633276,181.12747222,1.0077049732208252,302.1700134277344,303.95001220703125,154.0800018310547,277.5400085449219,193.3999938964844
2019-09-16,10350.00000002,199.74080096,1.012913942337036,301.1400146484375,302.3999938964844,152.69000244140625,276.1000061035156,192.0800018310547
2019-09-17,10268.03967019,214.901,1.0069080591201782,301.0199890136719,302.7799987792969,152.8699951171875,276.4800109863281,192.6000061035156
2019-09-18,10257.88999983,217.57999998,1.010159969329834,301.2200012207031,303.0,152.83999633789062,276.67999267578125,192.6000061035156
2019-09-19,10265.82954118,223.557129,1.0220249891281128,302.6300048828125,304.3999938964844,153.61000061035156,277.9800109863281,194.0399932861328
2019-09-20,10265.82954118,221.02332245,1.0064109563827517,300.6700134277344,303.8399963378906,153.22999572753906,277.4100036621094,193.30999755859372
2019-09-23,10045.0434798,211.152,1.014063000679016,299.0,302.1099853515625,152.4600067138672,275.8999938964844,191.07000732421875
2019-09-24,9783.39810866,202.91234563,1.0572030544281006,299.8399963378906,301.5299987792969,152.80999755859375,276.67999267578125,191.7899932861328
2019-09-25,8720.0,174.68147003,1.0106719732284546,298.1099853515625,299.760009765625,151.91000366210938,275.0799865722656,190.5800018310547
2019-09-26,8459.22999999,170.54552096,1.0203499794006348,297.8599853515625,299.5,151.66000366210938,273.54998779296875,190.0
2019-09-27,8260.0,176.61912799,1.011023998260498,297.95001220703125,299.6000061035156,151.7100067138672,273.5899963378906,189.8300018310547
2019-09-30,8315.42,180.78280811,1.0115009546279907,297.54998779296875,299.19000244140625,151.3699951171875,273.2699890136719,189.1100006103516
2019-10-01,8490.05999999,185.1613017,1.0123460292816162,298.4599914550781,300.1199951171875,151.8800048828125,274.0799865722656,190.58999633789065
2019-10-02,8369.398171,180.99999999,1.0082180500030518,291.510009765625,293.1499938964844,148.24000549316406,267.7300109863281,186.02999877929688
2019-10-03,8392.03072904,180.6330667,1.0117160081863403,290.45001220703125,292.0599975585937,147.8000030517578,266.7300109863281,186.2100067138672
2019-10-04,8223.60000001,178.67135643,1.0123059749603271,294.6300048828125,296.260009765625,149.80999755859375,270.5599975585937,189.0800018310547
2019-10-07,8293.21419929,182.23601174,1.0152790546417236,295.260009765625,296.9200134277344,150.19000244140625,271.1600036621094,189.7400054931641
2019-10-08,8299.0,184.51633458,1.009039044380188,291.8500061035156,293.45001220703125,148.36000061035156,268.0199890136719,187.8600006103516
2019-10-09,8677.59062,195.4070959,1.0097440481185913,292.29998779296875,293.9100036621094,148.58999633789062,268.44000244140625,188.0800018310547
2019-10-10,8642.0,194.17699991,1.0103960037231443,294.2099914550781,295.8599853515625,149.5,270.20001220703125,189.42999267578125
2019-10-11,8770.0,196.38728233,1.018587946891785,298.739990234375,300.3900146484375,151.89999389648438,274.3500061035156,192.6300048828125
2019-10-14,8384.05283992,187.38346538,1.0080629587173462,296.6700134277344,298.2799987792969,150.75,272.45001220703125,191.6999969482422
2019-10-15,8384.8989,188.021,1.012876033782959,299.70001220703125,301.3699951171875,152.3300018310547,275.25,193.97000122070312
2019-10-16,8179.99999992,181.22448979,1.0099749565124512,299.1600036621094,300.82000732421875,152.0500030517578,274.7300109863281,193.52999877929688
2019-10-17,8117.18819994,179.0,1.008694052696228,300.239990234375,301.9200134277344,152.63999938964844,275.7200012207031,194.5
2019-10-18,8113.83999974,177.09550848,1.0151430368423462,299.3999938964844,301.04998779296875,152.1999969482422,274.9700012207031,193.6699981689453
2019-10-21,8338.26944733,177.52861329,1.0075459480285645,300.2099914550781,301.8699951171875,152.69000244140625,275.7200012207031,193.5200042724609
2019-10-22,8293.62418282,175.0,1.007601022720337,300.8999938964844,302.5599975585937,153.00999450683594,276.3299865722656,194.4199981689453
2019-10-23,8046.86041112,171.41923022,1.0352389812469482,299.94000244140625,301.6300048828125,152.49000549316406,275.4800109863281,192.25999450683597
2019-10-24,7497.93007915,163.67719787,1.0093380212783811,301.07000732421875,302.75,153.0800018310547,276.510009765625,194.2100067138672
2019-10-25,8750.60000015,187.3,1.0097310543060305,302.20001220703125,303.8999938964844,153.75999450683594,277.5400085449219,195.7400054931641
2019-10-28,9900.37,189.28113543,1.0109330415725708,303.8500061035156,305.5599975585937,154.66000366210938,279.07000732421875,197.8300018310547
